1.3125,-2.6033,-1.2427,2.1220,-3.0182,7.2083,2.6754,-12.1985,-6.2468,10.8088,-181.0932,1225.4094,561.8310
1.3438,-1.8087,-1.3771,1.2352,-3.4403,6.9536,3.0494,-13.5055,-8.1491,11.9672,-206.4161,1182.1173,640.3655
1.3750,-0.8516,-1.2888,0.1708,-3.9003,6.6246,3.4570,-14.7224,-10.5302,13.0453,-234.0206,1126.1755,725.9753
1.4062,-0.5293,-1.0941,-0.2757,-4.3916,6.2045,3.8923,-15.7197,-13.4414,13.9285,-263.4949,1054.7682,817.3809
1.4375,-0.4106,-0.8834,-0.5368,-4.9017,5.6767,4.3443,-16.3250,-16.8914,14.4639,-294.1042,965.0324,912.3005
1.4688,-0.3567,-0.6731,-0.7518,-5.4121,5.0262,4.7964,-16.3310,-20.8153,14.4679,-324.7248,854.4509,1007.2460
1.5000,-0.3305,-0.4672,-0.9573,-5.8971,4.2437,5.2260,-15.5205,-25.0405,13.7479,-353.8258,721.4233,1097.4665
1.5312,-0.3186,-0.2668,-1.1649,-6.3257,3.3291,5.6056,-13.7143,-29.2653,12.1450,-379.5400,565.9516,1177.1683
1.5625,-0.3149,-0.0710,-1.3776,-6.6643,2.2957,5.9053,-10.8356,-33.0698,9.5917,-399.8569,390.2682,1240.1138
1.5938,-0.3168,0.1220,-1.5943,-6.8822,1.1714,6.0980,-6.9742,-35.9763,6.1674,-412.9334,199.1444,1280.5876
1.6250,-0.3242,0.3150,-1.8125,-6.9577,-0.0022,6.1644,-2.4141,-37.5566,2.1243,-417.4598,-0.3749,1294.5286
1.6562,-0.3390,0.5103,-2.0306,-6.8827,-1.1758,6.0974,2.3998,-37.5554,-2.1433,-412.9601,-199.8878,1280.4631
1.6875,-0.3670,0.7097,-2.2501,-6.6652,-2.3000,5.9041,6.9601,-35.9728,-6.1859,-399.9099,-390.9935,1239.8682
1.7188,-0.4223,0.9133,-2.4817,-6.3270,-3.3332,5.6038,10.8218,-33.0647,-9.6093,-379.6191,-566.6496,1176.8069
1.7500,-0.5439,1.1175,-2.7626,-5.8988,-4.2476,5.2238,13.7003,-29.2591,-12.1618,-353.9309,-722.0885,1096.9950
1.7812,-0.8818,1.3057,3.0411,-5.4143,-5.0299,4.7937,15.5062,-25.0339,-13.7641,-324.8569,-855.0813,1006.6683
1.8125,-1.8811,1.3823,1.9173,-4.9044,-5.6802,4.3410,16.3156,-20.8089,-14.4840,-294.2652,-965.6287,911.6173
1.8438,-2.6383,1.2406,1.0518,-4.3948,-6.2078,3.8885,16.3079,-16.8855,-14.4805,-263.6878,-1055.3330,816.5893
1.8750,-2.8749,1.0261,0.7212,-3.9042,-6.6277,3.4527,15.7004,-13.4361,-13.9461,-234.2496,-1126.7122,725.0681
1.9062,-2.9705,0.7944,0.5440,-3.4448,-6.9566,3.0444,14.7004,-10.5257,-13.0647,-206.6864,-1182.6299,639.3311
1.9375,-3.0180,0.5558,0.4255,-3.0235,-7.2112,2.6698,13.4801,-8.1453,-11.9890,-181.4112,-1225.9016,560.6533
1.9688,-3.0440,0.3134,0.3371,-2.6432,-7.4063,2.3312,12.1690,-6.2436,-10.8338,-158.5944,-1259.0708,489.5565
2.0000,-3.0583,0.0686,0.2670,-2.3040,-7.5548,2.0288,10.8564,-4.7512,-9.6784,-138.2386,-1284.3113,426.0418
2.0312,-3.0651,-0.1776,0.2088,-2.0040,-7.6671,1.7609,9.5993,-3.5954,-8.5734,-120.2400,-1303.4120,369.7789
2.0625,-3.0658,-0.4249,0.1582,-1.7406,-7.7518,1.5250,8.4299,-2.7094,-7.5477,-104.4339,-1317.8058,320.2474
2.0938,-3.0597,-0.6728,0.1109,-1.5104,-7.8154,1.3183,7.3639,-2.0353,-6.6152,-90.6266,-1328.6181,276.8351
2.1250,-3.0426,-0.9210,0.0603,-1.3103,-7.8631,1.1376,6.4057,-1.5252,-5.7802,-78.6160,-1336.7207,238.9023
2.1562,-2.9978,-1.1689,-0.0119,-1.1367,-7.8987,0.9801,5.5527,-1.1409,-5.0408,-68.2047,-1342.7816,205.8219
2.1875,-2.8009,-1.4132,-0.2315,-0.9868,-7.9253,0.8429,4.7985,-0.8522,-4.3916,-59.2074,-1347.3090,177.0023
2.2188,-0.4505,-1.4587,-2.6006,-0.8576,-7.9452,0.7233,4.1346,-0.6359,-3.8253,-51.4550,-1350.6873,151.8986
2.2500,-0.1296,-1.2172,-2.9371,-0.7466,-7.9600,0.6191,3.5516,-0.4741,-3.3343,-44.7957,-1353.2058,130.0169
2.2812,-0.0714,-0.9689,-3.0083,-0.6516,-7.9711,0.5282,3.0402,-0.3531,-2.9108,-39.0954,-1355.0817,110.9145
2.3125,-0.0474,-0.7196,-3.0431,-0.5706,-7.9793,0.4486,2.5913,-0.2628,-2.5475,-34.2368,-1356.4777,94.1964
2.3438,-0.0342,-0.4701,-3.0654,-0.5020,-7.9854,0.3786,2.1965,-0.1953,-2.2376,-30.1184,-1357.5153,79.5119
2.3750,-0.0258,-0.2203,-3.0814,-0.4442,-7.9899,0.3169,1.8481,-0.1449,-1.9753,-26.6533,-1358.2849,66.5493
2.4062,-0.0197,0.0295,-3.0937,-0.3961,-7.9933,0.2621,1.5391,-0.1071,-1.7551,-23.7675,-1358.8538,55.0312
2.4375,-0.0149,0.2794,-3.1036,-0.3567,-7.9957,0.2129,1.2630,-0.0787,-1.5728,-21.3993,-1359.2719,44.7096
2.4688,-0.0107,0.5294,-3.1118,-0.3250,-7.9975,0.1684,1.0142,-0.0572,-1.4245,-19.4977,-1359.5758,35.3613
2.5000,-0.0067,0.7793,-3.1184,-0.3004,-7.9988,0.1275,0.7873,-0.0407,-1.3071,-18.0215,-1359.7922,26.7835
2.5312,-0.0019,1.0293,-3.1232,-0.2823,-7.9996,0.0895,0.5774,-0.0278,-1.2181,-16.9389,-1359.9401,18.7896
2.5625,0.0064,1.2793,-3.1239,-0.2704,-8.0002,0.0534,0.3800,-0.0174,-1.1557,-16.2263,-1360.0324,11.2055
2.5938,0.0861,1.5291,-3.0530,-0.2645,-8.0005,0.0184,0.1909,-0.0084,-1.1184,-15.8684,-1360.0773,3.8658
2.6250,3.1217,1.3623,-0.0262,-0.2643,-8.0005,-0.0161,0.0059,-0.0003,-1.1056,-15.8572,-1360.0787,-3.3897
2.6562,3.1339,1.1123,-0.0232,-0.2699,-8.0002,-0.0510,-0.1789,0.0079,-1.1169,-16.1926,-1360.0367,-10.7192
2.6875,3.1394,0.8624,-0.0276,-0.2814,-7.9997,-0.0871,-0.3676,0.0168,-1.1525,-16.8819,-1359.9477,-18.2828
2.7188,-3.1394,0.6124,-0.0344,-0.2990,-7.9988,-0.1250,-0.5643,0.0271,-1.2133,-17.9400,-1359.8038,-26.2453
2.7500,-3.1351,0.3625,-0.0430,-0.3232,-7.9976,-0.1656,-0.7733,0.0398,-1.3006,-19.3900,-1359.5923,-34.7804
2.7812,-3.1303,0.1126,-0.0535,-0.3544,-7.9959,-0.2099,-0.9990,0.0560,-1.4161,-21.2630,-1359.2948,-44.0735
2.8125,-3.1242,-0.1372,-0.0666,-0.3933,-7.9934,-0.2587,-1.2463,0.0771,-1.5624,-23.5998,-1358.8851,-54.3264
2.8438,-3.1160,-0.3869,-0.0835,-0.4408,-7.9902,-0.3131,-1.5204,0.1050,-1.7424,-26.4505,-1358.3272,-65.7610
2.8750,-3.1035,-0.6364,-0.1063,-0.4979,-7.9857,-0.3744,-1.8271,0.1421,-1.9600,-29.8763,-1357.5724,-78.6234
2.9062,-3.0820,-0.8856,-0.1401,-0.5658,-7.9797,-0.4438,-2.1728,0.1916,-2.2195,-33.9503,-1356.5545,-93.1890
2.9375,-3.0355,-1.1340,-0.2015,-0.6460,-7.9717,-0.5227,-2.5644,0.2578,-2.5262,-38.7585,-1355.1848,-109.7672
2.9688,-2.8666,-1.3787,-0.3882,-0.7400,-7.9608,-0.6129,-3.0096,0.3465,-2.8860,-44.4015,-1353.3441,-128.7063
3.0000,-0.7411,-1.4836,-2.5351,-0.8499,-7.9463,-0.7162,-3.5168,0.4652,-3.3054,-50.9955,-1350.8726,-150.3981
3.0312,-0.2102,-1.2505,-3.0918,-0.9779,-7.9268,-0.8347,-4.0950,0.6241,-3.7919,-58.6735,-1347.5572,-175.2825
3.0625,-0.1357,-1.0039,3.0856,-1.1264,-7.9007,-0.9707,-4.7535,0.8364,-4.3531,-67.5863,-1343.1137,-203.8498
3.0938,-0.1100,-0.7564,3.0219,-1.2984,-7.8657,-1.1269,-5.5016,1.1198,-4.9969,-77.9018,-1337.1645,-236.6420
3.1250,-0.1003,-0.5092,2.9658,-1.4967,-7.8189,-1.3059,-6.3481,1.4972,-5.7304,-89.8045,-1329.2103,-274.2481
3.1562,-0.0994,-0.2628,2.9075,-1.7249,-7.7564,-1.5109,-7.2995,1.9983,-6.5593,-103.4910,-1318.5945,-317.2935
3.1875,-0.1056,-0.0176,2.8416,-1.9861,-7.6733,-1.7448,-8.3587,2.6607,-7.4857,-119.1636,-1304.4596,-366.4182
3.2188,-0.1197,0.2256,2.7634,-2.2836,-7.5629,-2.0107,-9.5219,3.5317,-8.5059,-137.0171,-1285.6977,-422.2378
3.2500,-0.1452,0.4661,2.6669,-2.6203,-7.4170,-2.3109,-10.7743,4.6684,-9.6066,-157.2188,-1260.8970,-485.2815
3.2812,-0.1898,0.7022,2.5418,-2.9980,-7.2252,-2.6471,-12.0847,6.1374,-10.7602,-179.8777,-1228.2921,-555.8952
3.3125,-0.2731,0.9310,2.3666,-3.4167,-6.9749,-3.0195,-13.3982,8.0110,-11.9176,-204.9994,-1185.7335,-634.1044
3.3438,-0.4510,1.1449,2.0837,-3.8738,-6.6512,-3.4258,-14.6277,10.3595,-13.0015,-232.4263,-1130.6988,-719.4270
3.3750,-0.9162,1.3151,1.4983,-4.3627,-6.2376,-3.8602,-15.6464,13.2357,-13.8996,-261.7634,-1060.3842,-810.6431
3.4062,-1.8558,1.3372,0.4224,-4.8716,-5.7172,-4.3121,-16.2847,16.6523,-14.4614,-292.2971,-971.9188,-905.5458
3.4375,-2.4145,1.1960,-0.2892,-5.3821,-5.0750,-4.7654,-16.3367,20.5501,-14.5044,-322.9285,-862.7466,-1000.7310
3.4688,-2.6242,1.0104,-0.6678,-5.8692,-4.3011,-5.1978,-15.5848,24.7641,-13.8357,-352.1500,-731.1874,-1091.5275
3.5000,-2.7209,0.8180,-0.9474,-6.3018,-3.3948,-5.5819,-13.8454,29.0012,-12.2924,-378.1102,-577.1187,-1172.1961
3.5312,-2.7745,0.6260,-1.1947,-6.6466,-2.3683,-5.8881,-11.0336,32.8477,-9.7990,-398.7982,-402.6152,-1236.5023
3.5625,-2.8084,0.4350,-1.4284,-6.8725,-1.2487,-6.0889,-7.2273,35.8265,-6.4245,-412.3494,-212.2869,-1278.6630
3.5938,-2.8315,0.2433,-1.6529,-6.9568,-0.0768,-6.1642,-2.6991,37.5024,-2.4100,-417.4102,-13.0554,-1294.4788
3.6250,-2.8472,0.0483,-1.8676,-6.8908,1.0984,-6.1062,2.1137,37.6057,1.8571,-413.4470,186.7250,-1282.2918
3.6562,-2.8562,-0.1519,-2.0711,-6.6813,2.2271,-5.9209,6.7039,36.1193,5.9272,-400.8772,378.6087,-1243.3945
3.6875,-2.8571,-0.3584,-2.2630,-6.3494,3.2672,-5.6272,10.6194,33.2843,9.3996,-380.9658,555.4318,-1181.7096
3.7188,-2.8461,-0.5715,-2.4459,-5.9256,4.1898,-5.2518,13.5642,29.5217,12.0117,-355.5330,712.2659,-1102.8829
3.7500,-2.8151,-0.7901,-2.6278,-5.4431,4.9807,-4.8245,15.4369,25.3098,13.6734,-326.5889,846.7240,-1013.1511
3.7812,-2.7427,-1.0115,-2.8313,-4.9336,5.6393,-4.3731,16.3054,21.0743,14.4447,-296.0163,958.6814,-918.3580
3.8125,-2.5527,-1.2280,-3.1341,-4.4228,6.1745,-3.9206,16.3446,17.1252,14.4805,-265.3701,1049.6589,-823.3297
3.8438,-1.8574,-1.3948,2.3574,-3.9300,6.6008,-3.4840,15.7709,13.6425,13.9726,-235.7997,1122.1349,-731.6343
3.8750,-0.6750,-1.3283,1.0931,-3.4677,6.9351,-3.0744,14.7932,10.6973,13.1063,-208.0624,1178.9642,-645.6240
3.9062,-0.3090,-1.1180,0.6575,-3.0431,7.1940,-2.6983,13.5863,8.2841,12.0365,-182.5880,1222.9735,-566.6342
3.9375,-0.1853,-0.8836,0.4747,-2.6593,7.3925,-2.3582,12.2824,6.3537,10.8804,-159.5585,1256.7275,-495.2313
3.9688,-0.1271,-0.6421,0.3666,-2.3164,7.5437,-2.0545,10.9731,4.8371,9.7194,-138.9840,1282.4247,-431.4480
4.0000,-0.0945,-0.3974,0.2915,-2.0127,7.6581,-1.7856,9.7171,3.6618,8.6053,-120.7644,1301.8780,-374.9754
4.0312,-0.0743,-0.1509,0.2350,-1.7456,7.7444,-1.5491,8.5484,2.7602,7.5684,-104.7361,1316.5418,-325.3078
4.0625,-0.0609,0.0966,0.1906,-1.5117,7.8092,-1.3421,7.4834,2.0739,6.6232,-90.7047,1327.5595,-281.8429
4.0938,-0.0519,0.3449,0.1544,-1.3078,7.8578,-1.1617,6.5273,1.5545,5.7743,-78.4660,1335.8178,-243.9488
4.1250,-0.0460,0.5937,0.1242,-1.1303,7.8941,-1.0048,5.6782,1.1630,5.0200,-67.8193,1341.9964,-211.0053
4.1562,-0.0430,0.8429,0.0977,-0.9763,7.9213,-0.8687,4.9299,0.8690,4.3547,-58.5757,1346.6128,-182.4275
4.1875,-0.0443,1.0922,0.0721,-0.8427,7.9415,-0.7508,4.2744,0.6486,3.7713,-50.5612,1350.0585,-157.6785
4.2188,-0.0600,1.3417,0.0361,-0.7270,7.9566,-0.6489,3.7025,0.4838,3.2616,-43.6191,1352.6285,-136.2740
4.2500,-2.7647,1.5482,-2.6857,-0.6268,7.9679,-0.5609,3.2052,0.3606,2.8177,-37.6094,1354.5441,-117.7829
4.2812,-3.1249,1.3001,-3.0606,-0.5401,7.9763,-0.4849,2.7740,0.2687,2.4318,-32.4082,1355.9714,-101.8244
4.3125,-3.1374,1.0503,-3.0858,-0.4651,7.9826,-0.4194,2.4008,0.2001,2.0967,-27.9068,1357.0346,-88.0648
4.3438,-3.1401,0.8004,-3.0996,-0.4002,7.9872,-0.3629,2.0784,0.1490,1.8060,-24.0098,1357.8262,-76.2132
4.3750,-3.1402,0.5505,-3.1096,-0.3439,7.9907,-0.3144,1.8003,0.1109,1.5538,-20.6342,1358.4156,-66.0166
4.4062,-3.1391,0.3005,-3.1177,-0.2951,7.9933,-0.2726,1.5609,0.0826,1.3349,-17.7074,1358.8544,-57.2562
4.4375,-3.1372,0.0506,-3.1247,-0.2528,7.9952,-0.2369,1.3553,0.0615,1.1449,-15.1663,1359.1809,-49.7431
4.4688,-3.1346,-0.1994,-3.1312,-0.2159,7.9966,-0.2063,1.1789,0.0457,0.9796,-12.9559,1359.4238,-43.3145
4.5000,-3.1309,-0.4494,-3.1377,-0.1838,7.9977,-0.1801,1.0282,0.0340,0.8356,-11.0281,1359.6044,-37.8312
4.5312,-3.1255,-0.6993,3.1381,-0.1557,7.9985,-0.1580,0.8998,0.0253,0.7097,-9.3410,1359.7387,-33.1738
4.5625,-3.1162,-0.9493,3.1274,-0.1310,7.9990,-0.1392,0.7910,0.0188,0.5993,-7.8579,1359.8383,-29.2409
4.5938,-3.0955,-1.1991,3.1060,-0.1091,7.9995,-0.1236,0.6994,0.0139,0.5019,-6.5464,1359.9121,-25.9469
4.6250,-2.9941,-1.4482,3.0044,-0.0896,7.9998,-0.1106,0.6232,0.0102,0.4155,-5.3780,1359.9665,-23.2199
4.6562,-0.1420,-1.4407,0.1526,-0.0721,8.0000,-0.1000,0.5605,0.0075,0.3382,-4.3271,1360.0063,-21.0003
4.6875,-0.0481,-1.1916,0.0595,-0.0562,8.0002,-0.0916,0.5101,0.0054,0.2683,-3.3707,1360.0351,-19.2399
4.7188,-0.0277,-0.9417,0.0404,-0.0415,8.0003,-0.0852,0.4708,0.0038,0.2042,-2.4881,1360.0553,-17.9000
4.7500,-0.0180,-0.6918,0.0326,-0.0277,8.0004,-0.0807,0.4418,0.0025,0.1445,-1.6598,1360.0687,-16.9514
4.7812,-0.0118,-0.4418,0.0290,-0.0145,8.0005,-0.0780,0.4224,0.0015,0.0881,-0.8677,1360.0765,-16.3734
4.8125,-0.0069,-0.1918,0.0276,-0.0016,8.0005,-0.0769,0.4123,0.0005,0.0335,-0.0947,1360.0794,-16.1534
4.8438,-0.0024,0.0582,0.0279,0.0113,8.0005,-0.0776,0.4112,-0.0003,-0.0203,0.6764,1360.0777,-16.2866
4.8750,0.0023,0.3081,0.0297,0.0244,8.0004,-0.0799,0.4191,-0.0012,-0.0746,1.4622,1360.0711,-16.7759
4.9062,0.0080,0.5581,0.0335,0.0380,8.0003,-0.0840,0.4361,-0.0023,-0.1304,2.2799,1360.0592,-17.6319
4.9375,0.0161,0.8081,0.0406,0.0525,8.0002,-0.0899,0.4627,-0.0035,-0.1892,3.1476,1360.0408,-18.8734
4.9688,0.0307,1.0579,0.0548,0.0681,8.0001,-0.0978,0.4994,-0.0050,-0.2521,4.0840,1360.0143,-20.5275
5.0000,0.0706,1.3075,0.0950,0.0852,7.9999,-0.1078,0.5470,-0.0069,-0.3204,5.1097,1359.9775,-22.6304
5.0312,1.0291,1.5464,1.0545,0.1041,7.9996,-0.1201,0.6066,-0.0095,-0.3958,6.2471,1359.9270,-25.2279
5.0625,3.0457,1.3323,3.0727,0.1254,7.9992,-0.1351,0.6794,-0.0129,-0.4798,7.5210,1359.8585,-28.3767
5.0938,3.0915,1.0827,3.1209,0.1493,7.9986,-0.1531,0.7671,-0.0174,-0.5743,8.9593,1359.7659,-32.1456
5.1250,3.1066,0.8329,3.1394,0.1766,7.9979,-0.1744,0.8714,-0.0235,-0.6813,10.5932,1359.6411,-36.6167
5.1562,3.1141,0.5830,-3.1318,0.2076,7.9969,-0.1995,0.9948,-0.0316,-0.8031,12.4584,1359.4731,-41.8873
5.1875,3.1186,0.3331,-3.1216,0.2433,7.9956,-0.2289,1.1398,-0.0425,-0.9425,14.5955,1359.2472,-48.0722
5.2188,3.1212,0.0832,-3.1114,0.2842,7.9938,-0.2634,1.3095,-0.0572,-1.1022,17.0509,1358.9436,-55.3055
5.2500,3.1225,-0.1667,-3.1003,0.3313,7.9914,-0.3035,1.5077,-0.0768,-1.2859,19.8778,1358.5355,-63.7439
5.2812,3.1224,-0.4166,-3.0872,0.3856,7.9882,-0.3503,1.7384,-0.1032,-1.4973,23.1372,1357.9872,-73.5697
5.3125,3.1201,-0.6663,-3.0708,0.4483,7.9838,-0.4047,2.0065,-0.1386,-1.7409,26.8994,1357.2507,-84.9940
5.3438,3.1135,-0.9160,-3.0485,0.5207,7.9780,-0.4679,2.3175,-0.1862,-2.0216,31.2446,1356.2616,-98.2611
5.3750,3.0947,-1.1654,-3.0118,0.6044,7.9702,-0.5412,2.6776,-0.2500,-2.3453,36.2651,1354.9336,-113.6521
5.4062,3.0050,-1.4138,-2.9012,0.7011,7.9597,-0.6261,3.0940,-0.3355,-2.7182,42.0663,1353.1511,-131.4900
5.4375,0.2688,-1.4736,-0.1407,0.8128,7.9456,-0.7245,3.5743,-0.4502,-3.1472,48.7681,1350.7594,-152.1435
5.4688,0.0953,-1.2267,0.0618,0.9418,7.9268,-0.8382,4.1272,-0.6037,-3.6400,56.5066,1347.5522,-176.0313
5.5000,0.0724,-0.9783,0.1191,1.0906,7.9015,-0.9696,4.7615,-0.8090,-4.2047,65.4343,1343.2544,-203.6247
5.5312,0.0682,-0.7303,0.1648,1.2620,7.8677,-1.1212,5.4863,-1.0831,-4.8492,75.7211,1337.5005,-235.4478
5.5625,0.0715,-0.4829,0.2121,1.4592,7.8224,-1.2956,6.3101,-1.4482,-5.5812,87.5526,1329.8071,-272.0746
5.5938,0.0802,-0.2365,0.2658,1.6855,7.7620,-1.4958,7.2397,-1.9331,-6.4067,101.1271,1319.5377,-314.1185
5.6250,0.0946,0.0085,0.3295,1.9441,7.6815,-1.7248,8.2783,-2.5745,-7.3285,116.6489,1305.8609,-362.2116
5.6562,0.1170,0.2514,0.4076,2.2386,7.5747,-1.9856,9.4228,-3.4184,-8.3439,134.3166,1287.7008,-416.9684
5.6875,0.1518,0.4911,0.5067,2.5717,7.4334,-2.2806,10.6599,-4.5208,-9.4412,154.3039,1263.6839,-478.9262
5.7188,0.2091,0.7258,0.6382,2.9455,7.2476,-2.6117,11.9606,-5.9474,-10.5946,176.7300,1232.0886,-548.4535
5.7500,0.3125,0.9518,0.8279,3.3603,7.0048,-2.9791,13.2730,-7.7699,-11.7582,201.6169,1190.8111,-625.6170
5.7812,0.5298,1.1588,1.1450,3.8139,6.6904,-3.3810,14.5143,-10.0594,-12.8585,228.8313,1137.3706,-710.0010
5.8125,1.0643,1.3088,1.7946,4.3002,6.2882,-3.8118,15.5627,-12.8719,-13.7875,258.0114,1068.9887,-800.4813
5.8438,1.9305,1.3004,2.7923,4.8081,5.7811,-4.2618,16.2536,-16.2262,-14.3992,288.4868,982.7873,-894.9757
5.8750,2.4080,1.1527,-2.8651,5.3201,5.1538,-4.7154,16.3845,-20.0731,-14.5142,319.2078,876.1489,-990.2254
5.9062,2.6039,0.9671,-2.5045,5.8119,4.3956,-5.1510,15.7375,-24.2619,-13.9394,348.7156,747.2578,-1081.7024
5.9375,2.7001,0.7748,-2.2292,6.2532,3.5046,-5.5418,14.1216,-28.5147,-12.5055,375.1936,595.7735,-1163.7700
5.9688,2.7557,0.5830,-1.9834,6.6106,2.4911,-5.8581,11.4366,-32.4304,-10.1241,396.6372,423.4870,-1230.2092
6.0000,2.7919,0.3923,-1.7502,6.8524,1.3806,-6.0720,7.7382,-35.5348,-6.8445,411.1464,234.7085,-1275.1265
